العاملين في القطاع الخاص ,,,,,,,,,,المنشأت في القطاع الخاص ,,,,,,,,,
تصنيف العاملين في القطلاع الخاص (سعودي/غير سعودي),,,,,,تصنيف العاملين في القطاع الخاص حسب المهنة,,,,تصنيف المنشآت حسب النوع (رئيسي/فرعي),,,,,تصنيف المنشآت في القطاع الخاص حسب عدة ابعاد ,,,,
سعودي,," 2,316,565 ",,,,المهنة,اجمالي العاملين,,,نوع المنشآة,,العدد,,,المنطقة, النشاط الاقتصادي,حجم المنشأة,لون النطاق,عدد المنشأت 
,,,,,,مخطط عروض,159,,,,,,,,مكة المكرمة,المعلومات والاتصالات,متوسطة (فئة أ),اخضر مرتفع,1
,,,,,,مخطط مدن,166,,,,,,,,مكة المكرمة,النقل والتخزين,متوسطة (فئة أ),اخضر مرتفع,79
,,,,,,مخطط مرور,16,,,,,,,,مكة المكرمة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة أ),اخضر مرتفع,140
,,,,,,مخلص جمركي,734,,,,,,,,مكة المكرمة,لأنشطة المالية وأنشطة التأمين,متوسطة (فئة أ),اخضر مرتفع,3
,,,,,,مدبر بيت ضيافة,145,,,,,,,,نجران,أنشطة خدمات الاقامة والطعام,متوسطة (فئة أ),اخضر مرتفع,2
,,,,,,مدخل بيانات,47083,,,,,,,,نجران,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة أ),اخضر مرتفع,1
,,,,,,مدرب إختصاصي أشعة,10,,,,,,,,نجران,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,متوسطة (فئة أ),اخضر مرتفع,1
,,,,,,مدرب أداء صوتي,2,,,,,,,,نجران,التشييد,متوسطة (فئة أ),اخضر مرتفع,4
,,,,,,مدرب استعراضات,10,,,,,,,,نجران,التعدين واستغلال المحاجر,متوسطة (فئة أ),اخضر مرتفع,2
,,,,,,مدرب أعمال وإدارة,347,,,,,,,,نجران,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة أ),اخضر مرتفع,1
,,,,,,مدرب ألعاب قوى محترف,60,,,,,,,,نجران,الصناعة التحويلية,متوسطة (فئة أ),اخضر مرتفع,4
,,,,,,مدرب أمن سيبراني,24,,,,,,,,نجران,الفنون والترفيه والتسلية,متوسطة (فئة أ),اخضر مرتفع,1
,,,,,,مدرب برامج وتطبيقات تقنية معلومات,106,,,,,,,,نجران,النقل والتخزين,متوسطة (فئة أ),اخضر مرتفع,1
,,,,,,مدرب تقنية معلومات,588,,,,,,,,نجران,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة أ),اخضر مرتفع,10
,,,,,,مدرب تكنولوجيا اتصالات ومعلومات,45,,,,,,,,الباحة,غير خاضعة لانشطة ISIC4,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب تمثيل,7,,,,,,,,الباحة,الأنشطة العقارية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب تمريض,0,,,,,,,,الباحة,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرب جمركي,11,,,,,,,,الباحة,التشييد,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب حاسب آلي,125,,,,,,,,الباحة,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب حرف هندسة معمارية وبناء,6,,,,,,,,الباحة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدرب حرف هندسية,136,,,,,,,,الجوف,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب حيوانات,22,,,,,,,,الجوف,التشييد,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدرب خدمات صحية,1,,,,,,,,الجوف,التعليم,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب خيل,68,,,,,,,,الجوف,الصناعة التحويلية,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدرب رياضة بالكرة محترف,43,,,,,,,,الجوف,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب رياضة جليدية محترف,2,,,,,,,,الجوف,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب رياضة دفاع عن النفس محترف,74,,,,,,,,الحدود الشمالية,التشييد,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرب رياضة مائية محترف,310,,,,,,,,الحدود الشمالية,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب رياضة مضرب محترف,47,,,,,,,,الرياض,غير خاضعة لانشطة ISIC4,متوسطة (فئة ب),اخضر مرتفع,10
,,,,,,مدرب رياضي,5272,,,,,,,,الرياض,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,26
,,,,,,مدرب سباحة,0,,,,,,,,الرياض,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,10
,,,,,,مدرب صقور الصيد,3,,,,,,,,الرياض,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرب صيدلة,4,,,,,,,,الرياض,الأنشطة العقارية,متوسطة (فئة ب),اخضر مرتفع,7
,,,,,,مدرب طب عام,3,,,,,,,,الرياض,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة ب),اخضر مرتفع,15
,,,,,,مدرب طيران,259,,,,,,,,الرياض,التشييد,متوسطة (فئة ب),اخضر مرتفع,98
,,,,,,مدرب عسكري,42,,,,,,,,الرياض,التعدين واستغلال المحاجر,متوسطة (فئة ب),اخضر مرتفع,5
,,,,,,مدرب علوم تطبيقية,92,,,,,,,,الرياض,التعليم,متوسطة (فئة ب),اخضر مرتفع,13
,,,,,,مدرب علوم كيمياء حيوية,1,,,,,,,,الرياض,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,40
,,,,,,مدرب علوم مخبرية,0,,,,,,,,الرياض,الزراعة والحراجة وصيد الأسماك,متوسطة (فئة ب),اخضر مرتفع,6
,,,,,,مدرب غوص محترف,0,,,,,,,,الرياض,الصناعة التحويلية,متوسطة (فئة ب),اخضر مرتفع,63
,,,,,,مدرب فروسية محترف,34,,,,,,,,الرياض,الفنون والترفيه والتسلية,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدرب فنون,34,,,,,,,,الرياض,المعلومات والاتصالات,متوسطة (فئة ب),اخضر مرتفع,13
,,,,,,مدرب فنون تشكيلية,10,,,,,,,,الرياض,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,39
,,,,,,مدرب فني أشعة,0,,,,,,,,الرياض,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,58
,,,,,,مدرب فني تمريض,0,,,,,,,,الرياض,لأنشطة المالية وأنشطة التأمين,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدرب فني صيدلية,0,,,,,,,,الشرقية,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,11
,,,,,,مدرب فني مختبرات,1,,,,,,,,الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,7
,,,,,,مدرب قيادة,2176,,,,,,,,الشرقية,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب قيادة سيارات,1042,,,,,,,,الشرقية,الأنشطة العقارية,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرب قيادة مركبات ثقيلة,21,,,,,,,,الشرقية,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدرب كرة تنس,1,,,,,,,,الشرقية,التشييد,متوسطة (فئة ب),اخضر مرتفع,48
,,,,,,مدرب كرة سلة,0,,,,,,,,الشرقية,التعدين واستغلال المحاجر,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدرب كرة طائرة,0,,,,,,,,الشرقية,التعليم,متوسطة (فئة ب),اخضر مرتفع,5
,,,,,,مدرب كرة قدم,0,,,,,,,,الشرقية,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,25
,,,,,,مدرب كرة قدم محترف,128,,,,,,,,الشرقية,الزراعة والحراجة وصيد الأسماك,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرب كرة يد,0,,,,,,,,الشرقية,الصناعة التحويلية,متوسطة (فئة ب),اخضر مرتفع,64
,,,,,,مدرب كلاب الصيد,5,,,,,,,,الشرقية,الفنون والترفيه والتسلية,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدرب لياقة بدنية,2163,,,,,,,,الشرقية,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,27
,,,,,,مدرب مبيعات الذهب والمجوهرات,0,,,,,,,,الشرقية,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,63
,,,,,,مدرب مختبرات,0,,,,,,,,الشرقية,لأنشطة المالية وأنشطة التأمين,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرب معدات عسكرية,28,,,,,,,,القصيم,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب مهني,1923,,,,,,,,القصيم,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب مهني بريدي,0,,,,,,,,القصيم,التشييد,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدرب مهني تجاري,437,,,,,,,,القصيم,التعليم,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرب مهني تمريض,18,,,,,,,,القصيم,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,8
,,,,,,مدرب مهني زراعي,2,,,,,,,,القصيم,الزراعة والحراجة وصيد الأسماك,متوسطة (فئة ب),اخضر مرتفع,6
,,,,,,مدرب مهني صناعي,1281,,,,,,,,القصيم,الصناعة التحويلية,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدرب مهني فندقي,12,,,,,,,,القصيم,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,5
,,,,,,مدرس اجتماعيات,54,,,,,,,,القصيم,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,10
,,,,,,مدرس احياء,1,,,,,,,,المدينة,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرس أدارة أعمال,0,,,,,,,,المدينة,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,14
,,,,,,مدرس تخصصات بحرية,12,,,,,,,,المدينة,الأنشطة العقارية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس تدبير منزلي,7,,,,,,,,المدينة,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس تربية دينية,83,,,,,,,,المدينة,التشييد,متوسطة (فئة ب),اخضر مرتفع,5
,,,,,,مدرس تربية رياضية,63,,,,,,,,المدينة,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,10
,,,,,,مدرس تربية فنية,47,,,,,,,,المدينة,الزراعة والحراجة وصيد الأسماك,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس جيولوجيا,4,,,,,,,,المدينة,الصناعة التحويلية,متوسطة (فئة ب),اخضر مرتفع,6
,,,,,,مدرس حاسب آلي,377,,,,,,,,المدينة,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرس خاص,79,,,,,,,,المدينة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,12
,,,,,,مدرس رياضيات,307,,,,,,,,تبوك,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس صم وبكم,11,,,,,,,,تبوك,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدرس فيزياء,2,,,,,,,,تبوك,التشييد,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرس كيمياء,829,,,,,,,,تبوك,التعدين واستغلال المحاجر,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدرس لغات,619,,,,,,,,تبوك,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس لغة أجنبية,1696,,,,,,,,تبوك,الصناعة التحويلية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس متخلفين عقليا,160,,,,,,,,تبوك,الفنون والترفيه والتسلية,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس مكفوفين,21,,,,,,,,تبوك,النقل والتخزين,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس مهني تجاري,202,,,,,,,,تبوك,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,6
,,,,,,مدرس مهني رزاعي,1,,,,,,,,جازان,غير خاضعة لانشطة ISIC4,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس مهني صناعي,86,,,,,,,,جازان,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدرس مهني فندقة,1,,,,,,,,جازان,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدع عام,15,,,,,,,,جازان,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدقق أمن سيبراني,35,,,,,,,,جازان,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدقق تذاكر,179,,,,,,,,جازان,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,4
,,,,,,مدقق حسابات,2009,,,,,,,,حائل,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ب),اخضر مرتفع,3
,,,,,,مدقق داخلي أنظمة جودة,160,,,,,,,,حائل,التشييد,متوسطة (فئة ب),اخضر مرتفع,2
,,,,,,مدقق لغوي,0,,,,,,,,حائل,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ب),اخضر مرتفع,1
,,,,,,مدير ابحاث ودراسات,98,,,,,,,,حائل,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ب),اخضر مرتفع,2
